CIK,CCP,AccountsPayableCurrent,Assets,Liabilities,CashAndCashEquivalentsAtCarryingValue,AccountsReceivableNetCurrent,InventoryNet,LongTermDebt
37996,CY2018Q3I,null,258966000000,222248000000,18562000000,11244000000,12810000000,null
38777,CY2018Q3I,null,14383500000,3132000000,6910600000,null,null,695900000
40533,CY2018Q3I,3033000000,46963000000,null,1010000000,3736000000,6247000000,13191000000
40545,CY2018Q3I,15748000000,311691000000,263468000000,null,20414000000,20642000000,null
40704,CY2018Q3I,2723800000,30554800000,23207400000,432900000,null,1685500000,null
40987,CY2018Q3I,null,12657119000,null,359105000,null,3536503000,null
45012,CY2018Q3I,3142000000,25751000000,16734000000,null,null,2887000000,null
46080,CY2018Q3I,458808000,5495329000,3608048000,907107000,1391242000,610918000,null
47111,CY2018Q3I,581481000,7836189000,6586917000,823787000,814923000,880673000,3256994000
47217,CY2018Q3I,14816000000,34622000000,null,5166000000,5113000000,6062000000,null
48465,CY2018Q3I,618830000,8142292000,null,459136000,600438000,963527000,null
48898,CY2018Q3I,420700000,4997500000,3225700000,228800000,null,672500000,null
49071,CY2018Q3I,null,27490000000,16897000000,4142000000,null,null,null
49196,CY2018Q3I,null,105652000000,94718000000,1299000000,null,null,9385000000
49826,CY2018Q3I,576000000,15319000000,null,1589000000,null,1338000000,null
50863,CY2018Q3I,3593000000,128242000000,null,3407000000,5457000000,7401000000,null
51143,CY2018Q3I,5384000000,121990000000,102071000000,11563000000,7071000000,1893000000,42762000000
51253,CY2018Q3I,312236000,9615542000,null,5274459000,null,719508000,4377227000
51434,CY2018Q3I,2510000000,33803000000,null,1026000000,null,2130000000,null
51644,CY2018Q3I,5515100000,13513100000,11183200000,1860200000,4009100000,null,null
52988,CY2018Q3I,776189000,12645795000,null,634870000,null,null,null
55067,CY2018Q3I,2367000000,18114000000,null,309000000,1612000000,1319000000,8700000000
55785,CY2018Q3I,2937000000,14583000000,null,494000000,2308000000,1770000000,null
56873,CY2018Q3I,null,38141000000,30531000000,429000000,null,null,14119000000
59478,CY2018Q3I,1281200000,44625100000,null,8960000000,4859400000,4118000000,null
60086,CY2018Q3I,null,78725000000,56839000000,null,null,null,null
60667,CY2018Q3I,9283000000,36713000000,31319000000,1668000000,null,12365000000,null
62709,CY2018Q3I,null,21129000000,null,951000000,null,null,null
62996,CY2018Q3I,1040000000,5610000000,5403000000,569000000,null,1005000000,null
63754,CY2018Q3I,null,10278000000,7166000000,73000000,511700000,null,4345300000
63908,CY2018Q3I,932800000,34053700000,null,2574500000,null,41900000,null
64040,CY2018Q3I,194000000,9383000000,6940000000,2158000000,1237000000,null,null
64803,CY2018Q3I,8813000000,131506000000,94884000000,41587000000,14837000000,14818000000,62900000000
65984,CY2018Q3I,1392114000,48471172000,null,987981000,1366653000,null,null
66740,CY2018Q3I,2029000000,37275000000,26964000000,null,5329000000,4437000000,null
68505,CY2018Q3I,456000000,8963000000,null,839000000,1179000000,367000000,null
70858,CY2018Q3I,null,2338833000000,2076675000000,184858000000,null,null,234100000000
72331,CY2018Q3I,83590000,3421012000,null,95678000,null,264477000,1314091000
72741,CY2018Q3I,962298000,37515669000,null,null,1091589000,null,null
72903,CY2018Q3I,1189000000,44835000000,null,213000000,856000000,528000000,null
72971,CY2018Q3I,null,1872981000000,1673302000000,null,null,null,221323000000
73124,CY2018Q3I,null,132378500000,122014000000,null,null,null,null
73309,CY2018Q3I,1447528000,17962893000,7788472000,1932155000,2636038000,4105714000,null
74208,CY2018Q3I,null,7678784000,4078516000,1084000,null,null,3811180000
75362,CY2018Q3I,null,25103400000,null,2914000000,null,null,null
75677,CY2018Q3I,438900000,6500000000,null,293800000,986200000,780600000,2496200000
76334,CY2018Q3I,1404716000,15425042000,9317936000,952122000,2065158000,1762640000,4354050000
77360,CY2018Q3I,261300000,3809500000,1929300000,64700000,null,387300000,804300000
77476,CY2018Q3I,null,73632000000,63243000000,11991000000,null,3142000000,null
78003,CY2018Q3I,4297000000,167838000000,96174000000,3559000000,10024000000,8184000000,null
79282,CY2018Q3I,84228000,5802806000,null,422971000,null,null,862361000
79879,CY2018Q3I,null,16718000000,11640000000,1103000000,null,1962000000,5014000000
80424,CY2018Q3I,10243000000,118440000000,65936000000,2545000000,5035000000,5182000000,null
80661,CY2018Q3I,null,45543700000,33467500000,null,null,null,null
84839,CY2018Q3I,29991000,1129573000,394815000,118652000,122375000,16093000,null
86312,CY2018Q3I,null,104390000000,81930000000,null,null,null,null
87347,CY2018Q3I,null,70046000000,33098000000,null,null,4108000000,null
89800,CY2018Q3I,2165724000,19921786000,null,181511000,2584280000,1802418000,null
91142,CY2018Q3I,null,3025200000,1269000000,233000000,null,307700000,null
91419,CY2018Q3I,552400000,17174200000,9144200000,171200000,561900000,966200000,null
91440,CY2018Q3I,197600000,5354800000,2170700000,122200000,678700000,690600000,null
91576,CY2018Q3I,null,138805000000,123595000000,null,null,null,13849000000
92122,CY2018Q3I,2246000000,111717000000,83328000000,1847000000,null,null,null
92230,CY2018Q3I,null,222885000000,192878000000,3153000000,null,null,23236000000
92380,CY2018Q3I,1224000000,26882000000,null,2104000000,null,null,null
93410,CY2018Q3I,15335000000,256606000000,101933000000,9686000000,null,6029000000,null
93556,CY2018Q3I,2320200000,20447700000,null,368700000,null,2649700000,3810200000
93751,CY2018Q3I,null,234007000000,209454000000,null,null,null,null
96021,CY2018Q3I,4217833000,18542082000,null,790304000,null,null,null
96943,CY2018Q3I,97628000,6200720000,3693655000,356276000,374341000,411066000,null
97210,CY2018Q3I,107890000,2882487000,1214727000,814019000,352476000,154705000,null
97476,CY2018Q3I,492000000,18573000000,8057000000,1502000000,1585000000,2116000000,5067000000
97745,CY2018Q3I,1344000000,55078000000,null,1098000000,3852000000,2982000000,null
100493,CY2018Q3I,1694000000,28987000000,null,270000000,1723000000,3513000000,null
100517,CY2018Q3I,2581000000,44837000000,null,2621000000,null,null,null
100885,CY2018Q3I,905000000,59312000000,38667000000,1810000000,1792000000,null,null
101778,CY2018Q3I,1479000000,21778000000,9734000000,1564000000,1335000000,110000000,null
101829,CY2018Q3I,10509000000,114939000000,80564000000,13799000000,null,9068000000,null
104169,CY2018Q3I,49729000000,226583000000,null,9174000000,null,50380000000,null
105770,CY2018Q3I,125200000,1946100000,594300000,297300000,302900000,206800000,196200000
106040,CY2018Q3I,2081000000,28705000000,17330000000,4646000000,2219000000,3119000000,11143000000
106535,CY2018Q3I,271000000,17427000000,8370000000,348000000,null,389000000,5921000000
107263,CY2018Q3I,739000000,47153000000,null,42000000,null,153000000,null
109198,CY2018Q3I,3340596000,15025242000,null,2711767000,419790000,5543413000,null
200406,CY2018Q3I,7000000000,155703000000,91077000000,16056000000,14048000000,8678000000,null
202058,CY2018Q3I,480000000,9889000000,null,305000000,null,413000000,null
217346,CY2018Q3I,null,14669000000,9126000000,null,1026000000,4030000000,null
277135,CY2018Q3I,null,5932183000,null,517000000,1481300000,1473117000,null
277948,CY2018Q3I,982000000,36861000000,23126000000,663000000,1090000000,null,null
310158,CY2018Q3I,3091000000,85130000000,null,7826000000,7374000000,5416000000,null
310764,CY2018Q3I,null,22084000000,12224000000,1918000000,2076000000,2893000000,null
313616,CY2018Q3I,null,47719500000,null,776200000,3323100000,null,10617800000
313927,CY2018Q3I,null,5967300000,3613900000,188300000,361500000,390600000,2103200000
315189,CY2018Q3I,null,70108000000,58803000000,3904000000,null,6149000000,null
315293,CY2018Q3I,null,25602000000,21274000000,484000000,2656000000,null,null
316709,CY2018Q3I,null,272102000000,251268000000,21830000000,null,null,null
318154,CY2018Q3I,1042000000,67333000000,null,11956000000,3441000000,3017000000,34427000000
319201,CY2018Q3I,154930000,5645109000,4077740000,1649514000,602210000,993527000,2237890000
320187,CY2018Q3I,2333000000,22483000000,null,3282000000,4330000000,null,null
320193,CY2018Q3I,55888000000,365725000000,258578000000,25913000000,23186000000,3956000000,null
320335,CY2018Q3I,null,23469488000,17930583000,null,null,null,1358947000
352541,CY2018Q3I,498100000,15269800000,null,239700000,465300000,null,null
352915,CY2018Q3I,null,11273585000,null,83721000,1543348000,null,null
354190,CY2018Q3I,null,16114700000,11502000000,605000000,null,null,null
354950,CY2018Q3I,9054000000,45200000000,43880000000,1764000000,2171000000,14754000000,null
702165,CY2018Q3I,1394000000,36322000000,20842000000,729000000,1043000000,null,null
707549,CY2018Q3I,384403000,10957577000,5575940000,2568085000,1846845000,1874194000,2306959000
711404,CY2018Q3I,146400000,6112800000,2805000000,77700000,374700000,468800000,null
712515,CY2018Q3I,168000000,8450000000,3133000000,3887000000,966000000,null,null
713676,CY2018Q3I,null,380080000000,332978000000,null,null,null,null
715957,CY2018Q3I,587000000,79082000000,58656000000,310000000,1539000000,1455000000,null
720005,CY2018Q3I,null,37413000000,30961000000,3500000000,null,null,null
721371,CY2018Q3I,20236000000,40011000000,null,2045000000,null,12481000000,null
723125,CY2018Q3I,null,43376000000,10112000000,6506000000,5056000000,3590000000,null
723254,CY2018Q3I,214011000,7287204000,null,118356000,838192000,303770000,2535859000
723531,CY2018Q3I,62600000,7050000000,4663000000,440100000,null,null,null
726728,CY2018Q3I,null,15095325000,7384071000,6666000,null,null,null
728535,CY2018Q3I,null,4721671000,null,7587000,1095638000,null,null
731766,CY2018Q3I,null,151087000000,96722000000,10263000000,10992000000,null,null
731802,CY2018Q3I,null,11874437000,null,13771000,253295000,null,null
732712,CY2018Q3I,null,265562000000,null,2538000000,24012000000,1270000000,null
732717,CY2018Q3I,null,534870000000,null,8657000000,26312000000,2310000000,null
740260,CY2018Q3I,null,22597953000,11941642000,86107000,null,null,10478455000
745732,CY2018Q3I,1394029000,6235767000,null,1349196000,null,1979080000,397325000
746515,CY2018Q3I,934509000,3334800000,null,990612000,1528524000,null,null
749251,CY2018Q3I,null,5944817000,5003269000,210997000,979181000,null,null
753308,CY2018Q3I,null,98603000000,null,497000000,2454000000,1083000000,null
759944,CY2018Q3I,null,158598000000,138322000000,3991000000,null,null,15639000000
764180,CY2018Q3I,289000000,43953000000,28419000000,2393000000,null,2077000000,null
764478,CY2018Q3I,7964000000,15000000000,null,1228000000,null,8168000000,1326000000
764622,CY2018Q3I,249059000,17671955000,null,64991000,null,null,null
765880,CY2018Q3I,null,13083958000,7443583000,78864000,null,null,6705759000
766704,CY2018Q3I,null,30249119000,14579054000,191199000,null,null,12233451000
769397,CY2018Q3I,88600000,3774400000,null,875700000,309000000,null,null
773840,CY2018Q3I,7050000000,61927000000,null,9803000000,8568000000,5061000000,14274000000
779152,CY2018Q3I,10477000,2033102000,664538000,114872000,null,null,null
783325,CY2018Q3I,690400000,32562400000,null,14500000,null,null,null
788784,CY2018Q3I,1317000000,45073000000,null,88000000,1240000000,null,14359000000
